Reservation_ID,Customer_ID,Vehicle_ID,Vehicle_Class,Booking_TS,Pickup_TS,Return_TS,City,Payment,Odo_Start,Odo_End,Fuel_Level,GPS_Lat,GPS_Lon,Max_Speed_kmh,Harsh_Events,Damage_Flag,Rate,Promo_Code,GST_Amount,Total_Amount,Rate_Plan,Driver_License,Notes,Customer_Feedback
RES-00613,C9115,CAR 17,Economy,2026-01-05 20:21,2026-01-06 16:21:00,2026-01-13 17:21,delhi,card,"79,184km",80749,0.91,21.1642,75.645634,159 kmh,4,0,2500/day,,125.0,2625.0,premium,INVALID,Contact Rahul 9876543210,good service
RES-00614,C5073,CAR-17 ,SUV,2026-01-10 00:19,2026-01-11 15:19,2026-01-19 02:19,Chennai,cash,5946,"6,367km",38 %,18.967676,82.45,44,4,0,₹ 800 /day,BOGUS99,40.0,840.0,standard,INVALID,,
RES-00615,C8612,CAR 22,SUV,2026-01-09 12:32,2026/01/10 01:32,2026-01-14 14:32,delhi,cash,"33,468 km","33,542 km",0.75,23.7808,87.0402,82,5,0,1500/day,SAVE10,75.0,1575.0,standard,,,
RES-00616,C3985,CAR-27 ,Economy,2026-01-10 17:01,2026/01/11 16:01,2026-01-16 18:01,BENGALURU,wallet,50996km,52512km,0.80,27.15,76.561296,68,4,0,"₹ 1,000 /day",BOGUS99,50.0,1050.0,premium,INVALID,,email test@gmail.com
RES-00617,C6592,car-30,Compact,2026-02-07 00:37,2026-02-08 10:37:00,2026-02-13 09:37,Mumbai,wallet,"60,847 km","62,224 km",81%,16.837819,78.892662,121 kmh,1,0,2500,DISC15,125.0,2625.0,standard,,,
RES-00618,C7470,CAR-04,Compact,2026-03-19 07:55,2026/03/19 08:55,2026-03-19 16:55,kolkata,card,59178km,"59,821km",77 %,21.824603,87.03,70,6,1,₹1000/day,SAVE10,,1050.0,eco,,Contact Rahul 9876543210,email test@gmail.com
RES-00619,C7471, CAR-26,Economy,2026-03-28 13:55,30/03/2026 12:55,2026-04-02 21:55,Mumbai,UPI,"92,935km",92992,52 %,22.21601,73.7191,168 kmh,6,0,2500/day,SAVE10,125.0,2625.0,premium,,,email test@gmail.com
RES-00620,C4428,car-16,Compact,2026-01-24 23:52,2026/01/25 03:52,2026-01-27 07:52,Hyderabad,UPI,98817,99383,1.0,24.684401,87.37,74,5,0,2500,,125.0,2625.0,premium,INVALID,Contact Rahul 9876543210,good service
RES-00621,C3497,CAR-24 ,Luxury,2026-02-07 16:09,2026-02-08 14:09:00,2026-02-09 23:09,Hyderabad,card,22140,"23,176km",0.1,17.52,80.85,171 kmh,5,0,1500,DISC15,75.0,1575.0,premium,DL12345,,
RES-00622,C6469,CAR-01,Luxury,2026-03-16 00:12,16-03-2026 07:12,2026-03-20 15:12,HYD,wallet,63004km,"63,199km",93 %,15.9282,77.676163,145 kmh,4,0,1200,BOGUS99,60.0,1260.0,eco,DL12345,scratch on door,good service
RES-00623,C7548,CAR 16,Luxury,2026-03-14 04:46,16/03/2026 19:46,2026-03-17 08:46,Mumbai,cash,"70,976 km",71069km,0.76,12.721261,82.31879,137 kmh,6,1,₹1500/day,DISC15,75.0,1575.0,premium,INVALID,,email test@gmail.com
RES-00624,C8755,CAR-04 ,SUV,2026-01-01 07:36,03-01-2026 13:36,2026-01-06 13:36,HYD,UPI,88857km,89205,26 %,20.454235,77.28,51,5,0,1500,,,1575.0,premium,INVALID,Contact Rahul 9876543210,email test@gmail.com
RES-00625,C9317,CAR 08,SUV,2026-01-20 03:46,2026-01-21 09:46,2026-01-26 05:46,CHENNAI,upi,"55,970 km","56,045 km",53%,15.3532,78.7137,64,2,1,"₹ 1,200 /day",SAVE10,,1260.0,standard,DL12345,Contact Rahul 9876543210,email test@gmail.com
RES-00626,C8738,car-26,Compact,2026-02-06 00:45,2026-02-07 23:45:00,2026-02-15 07:45,Delhi,wallet,"110,169km",110299,0.4,18.885002,73.960411,125 kmh,0,0,800/day,DISC15,40.0,840.0,standard,INVALID,,
RES-00627,C7815, CAR-16,Compact,2026-03-02 15:11,2026-03-03 04:11,2026-03-08 13:11,Mumbai,UPI,28254km,"28,501km",9 %,27.66455,84.618422,72,5,1,1200/day,DISC15,60.0,1260.0,premium,DL12345,,
RES-00628,C2043,CAR-11 ,Economy,2026-02-15 03:22,2026-02-15 08:22,2026-02-20 20:22,Chennai,UPI,88732,88298km,0.34,15.47,85.5215,165 kmh,0,0,1500/day,DISC15,,1575.0,premium,,,email test@gmail.com
RES-00629,C5382,car-29,Economy,2026-03-13 01:31,13-03-2026 07:31,2026-03-17 05:31,Kolkata,card,"111,813 km","112,280 km",0.35,21.3779,75.088366,40,0,0,1000/day,,50.0,1050.0,eco,INVALID,,good service
RES-00630,C1687,CAR-17,Compact,2026-02-25 03:06,28/02/2026 03:06,2026-03-01 09:06,Kolkata,upi,"117,140 km","117,752 km",86 %,20.943,83.962778,125 kmh,4,1,1000,,,1050.0,premium,,Contact Rahul 9876543210,good service
RES-00631,C9165,CAR-24,Compact,2026-02-13 12:46,16-02-2026 05:46,2026-02-24 12:46,kolkata,Card,106020,"107,214 km",92 %,17.376687,73.518222,91,6,1,₹800/day,,,840.0,premium,INVALID,Contact Rahul 9876543210,
RES-00632,C5019,CAR-27 ,SUV,2026-01-18 02:54,2026-01-18 03:54,2026-01-22 17:54,Delhi,UPI,"58,973km","60,073 km",0.5,12.12,82.272166,100,5,0,₹1200/day,,60.0,1260.0,premium,INVALID,,email test@gmail.com
RES-00633,C3483,CAR 25,Luxury,2026-02-03 03:45,2026-02-04 11:45:00,2026-02-11 17:45,Mumbai,card,103463,"105,184 km",0.9,26.694545,73.6226,45,1,0,1200,DISC15,60.0,1260.0,standard,,Contact Rahul 9876543210,good service
RES-00634,C1487,car-15,Economy,2026-02-20 14:57,2026-02-22 13:57:00,2026-02-28 05:57,Kolkata,UPI,14728km,16299km,60%,21.0006,72.66,100,3,0,1200,BOGUS99,60.0,1260.0,premium,DL12345,Contact Rahul 9876543210,email test@gmail.com
RES-00635,C3473,CAR 29,Economy,2026-02-13 05:25,2026-02-13 10:25,2026-02-17 18:25,kolkata,card,"66,759km",67784km,0.6,16.08,78.22,44,3,0,2500/day,SAVE10,125.0,2625.0,eco,DL12345,,good service
RES-00636,C6638, CAR-01,Compact,2026-02-20 04:44,21/02/2026 21:44,2026-03-01 17:44,kolkata,card,"99,478km",99555,92%,18.8692,82.78,127 kmh,0,0,₹2000/day,SAVE10,,2100.0,premium,INVALID,scratch on door,good service
RES-00637,C6656,CAR-29 ,Compact,2026-03-21 21:56,24/03/2026 06:56,2026-03-31 00:56,Delhi,UPI,76046km,76223km,0.68,15.13,77.192738,167 kmh,4,0,₹2500/day,SAVE10,125.0,2625.0,premium,INVALID,scratch on door,email test@gmail.com
RES-00638,C4501,CAR 03,SUV,2026-03-08 21:24,2026-03-10 10:24,2026-03-16 08:24,CHENNAI,wallet,12807,13695,0.3,20.879544,80.078324,94,6,0,"₹ 3,000 /day",SAVE10,150.0,3150.0,premium,,scratch on door,
RES-00639,C7926,CAR-17,Economy,2026-01-19 09:01,21/01/2026 00:01,2026-01-23 17:01,delhi,wallet,"81,372km","82,823 km",15 %,17.749,74.61,49,6,0,₹2500/day,DISC15,125.0,2625.0,premium,DL12345,scratch on door,good service
RES-00640,C5881,CAR-19,Luxury,2026-03-04 01:07,2026/03/06 11:07,2026-03-07 22:07,Delhi,wallet,108888,"108,816 km",43%,16.050761,84.7399,93,5,1,3000,SAVE10,,3150.0,standard,,,good service
RES-00641,C5902,CAR 10,Compact,2026-03-14 21:45,16/03/2026 18:45,2026-03-19 09:45,kolkata,cash,70478km,72345,0.1,21.0228,76.4878,172 kmh,0,1,"₹ 1,200 /day",DISC15,60.0,1260.0,standard,,Contact Rahul 9876543210,email test@gmail.com
RES-00642,C2605,CAR-05 ,Luxury,2026-01-29 16:20,01/02/2026 03:20,2026-02-05 03:20,Bengaluru,UPI,"94,142 km","95,814km",0.37,23.077,76.1964,67,5,1,800/day,BOGUS99,,840.0,eco,,Contact Rahul 9876543210,email test@gmail.com
RES-00643,C7598,CAR 19,Luxury,2026-02-21 08:30,2026-02-24 04:30,2026-02-28 06:30,delhi,wallet,"88,581 km","89,709km",38 %,14.2666,73.25,82,2,1,"₹ 1,200 /day",BOGUS99,60.0,1260.0,premium,,scratch on door,
RES-00644,C3364,car-17,Luxury,2026-02-23 17:44,2026-02-24 14:44:00,2026-03-01 04:44,kolkata,upi,"52,066km","53,006km",1.00,17.06,82.791727,138 kmh,3,0,"₹ 1,200 /day",,60.0,1260.0,standard,INVALID,Contact Rahul 9876543210,email test@gmail.com
RES-00645,C8755,car-02,SUV,2026-03-30 05:55,01/04/2026 16:55,2026-04-04 02:55,BENGALURU,UPI,84274km,"84,459 km",82%,18.2519,79.925905,80,3,0,₹1500/day,DISC15,75.0,1575.0,eco,DL12345,scratch on door,good service
RES-00646,C7086, CAR-10,SUV,2026-01-15 19:36,16-01-2026 11:36,2026-01-18 06:36,delhi,UPI,"93,119 km",94587km,0.5,14.0716,87.32,168 kmh,3,0,800,SAVE10,40.0,840.0,standard,,Contact Rahul 9876543210,good service
RES-00647,C4532,CAR-06 ,Economy,2026-01-17 15:50,19/01/2026 04:50,2026-01-22 14:50,bangalore,UPI,105758km,107240,0.46,16.3211,86.018068,160 kmh,3,0,1200,DISC15,60.0,1260.0,premium,DL12345,Contact Rahul 9876543210,good service
RES-00648,C7181,CAR 16,Compact,2026-01-04 17:30,06/01/2026 13:30,2026-01-11 12:30,mumbai,card,"21,375km","22,195km",20 %,12.72,86.3495,100,0,0,2000,SAVE10,100.0,2100.0,standard,DL12345,Contact Rahul 9876543210,
RES-00649,C7344,CAR-08 ,SUV,2026-03-25 09:09,27-03-2026 14:09,2026-04-03 09:09,Chennai,wallet,47243,47556km,96 %,25.2449,85.3,140 kmh,4,0,"₹ 3,000 /day",BOGUS99,150.0,3150.0,eco,DL12345,Contact Rahul 9876543210,good service
RES-00650,C6060,CAR-18,Economy,2026-02-26 19:17,2026/02/26 23:17,2026-03-06 16:17,Mumbai,cash,"13,194 km",14130,0.39,12.1321,86.53,61,1,0,800/day,DISC15,40.0,840.0,premium,INVALID,scratch on door,
RES-00651,C9713,CAR-06,SUV,2026-03-07 14:48,2026-03-08 06:48:00,2026-03-08 14:48,Mumbai,wallet,72506,73073km,44 %,22.62,74.390768,85,0,1,800/day,BOGUS99,40.0,840.0,eco,,,good service
RES-00652,C9052,CAR-28,SUV,2026-03-16 08:05,16/03/2026 14:05,2026-03-21 00:05,Hyderabad,card,16166,17984,0.88,23.6086,86.540374,124 kmh,6,0,₹2500/day,,125.0,2625.0,eco,DL12345,,good service
RES-00653,C9876, CAR-06,Compact,2026-01-04 03:20,2026-01-04 16:20:00,2026-01-06 01:20,mumbai,UPI,110833km,112693,0.80,22.894623,79.4492,77,5,0,₹1000/day,SAVE10,50.0,1050.0,eco,,,email test@gmail.com
RES-00654,C1445,CAR-23,SUV,2026-01-19 09:26,2026-01-20 09:26,2026-01-24 00:26,Hyderabad,Card,"10,915km",12473km,0.93,13.4837,81.963341,95,4,0,₹1200/day,SAVE10,60.0,1260.0,premium,INVALID,Contact Rahul 9876543210,email test@gmail.com
RES-00655,C4318,CAR 08,Compact,2026-01-19 06:57,19-01-2026 13:57,2026-01-20 23:57,HYD,UPI,"90,608km",90649km,81 %,14.602,77.5009,169 kmh,6,0,₹1200/day,SAVE10,60.0,1260.0,standard,,Contact Rahul 9876543210,good service
RES-00656,C1473,car-14,Economy,2026-02-01 11:20,2026-02-04 01:20:00,2026-02-04 21:20,Delhi,upi,94034,94724,0.50,18.672184,76.808123,100,1,0,₹ 800 /day,DISC15,40.0,840.0,premium,,scratch on door,
RES-00657,C2374,CAR 28,Compact,2026-03-11 10:50,2026-03-13 20:50,2026-03-18 08:50,mumbai,cash,112998km,114291km,35 %,15.24,73.0817,73,4,0,"₹ 1,500 /day",SAVE10,75.0,1575.0,standard,INVALID,Contact Rahul 9876543210,good service
RES-00658,C1684,CAR-01 ,SUV,2026-01-19 21:34,2026-01-22 07:34:00,2026-01-28 09:34,Kolkata,UPI,48400,48504km,0.29,20.1726,74.5414,145 kmh,3,0,₹800/day,BOGUS99,40.0,840.0,standard,INVALID,Contact Rahul 9876543210,good service
RES-00659,C6757,car-27,SUV,2026-01-06 14:17,08/01/2026 15:17,2026-01-16 01:17,blr,wallet,"54,658km",54583,56 %,23.308308,79.147938,82,5,0,₹800/day,,40.0,840.0,eco,,,good service
RES-00660,C3288,CAR 24,SUV,2026-03-10 02:04,10-03-2026 18:04,2026-03-18 08:04,Hyderabad,cash,46078km,"46,513km",85 %,21.67,77.942683,48,0,0,2500,,125.0,2625.0,standard,INVALID,,good service
RES-00661,C5473, CAR-08,SUV,2026-03-04 00:56,06-03-2026 10:56,2026-03-14 14:56,mumbai,cash,"68,014 km",69747,90 %,15.517884,85.1,91,2,0,3000,DISC15,150.0,3150.0,standard,DL12345,Contact Rahul 9876543210,
RES-00662,C1070,CAR-29,Compact,2026-02-09 11:58,2026-02-12 00:58,2026-02-12 04:58,HYD,card,"51,592km",51893,87 %,23.3252,76.34,124 kmh,0,0,"₹ 1,500 /day",DISC15,75.0,1575.0,premium,,scratch on door,
RES-00663,C3022,CAR-12 ,SUV,2026-03-07 17:50,2026/03/10 02:50,2026-03-17 09:50,Hyderabad,wallet,94591km,96344,0.3,14.634,85.472,41,6,0,₹1000/day,,50.0,1050.0,eco,DL12345,Contact Rahul 9876543210,
RES-00664,C4629,CAR-24,SUV,2026-01-02 01:29,02-01-2026 03:29,2026-01-07 00:29,kolkata,upi,102820,103251,0.3,17.828745,80.6838,155 kmh,5,0,1000/day,SAVE10,50.0,1050.0,premium,INVALID,Contact Rahul 9876543210,good service
RES-00665,C9090,CAR-12,SUV,2026-01-11 13:40,12-01-2026 19:40,2026-01-15 07:40,Hyderabad,UPI,"101,162km","102,258km",14%,27.17,73.849658,129 kmh,4,0,"₹ 3,000 /day",DISC15,150.0,3150.0,premium,,scratch on door,email test@gmail.com
RES-00666,C9093,CAR 06,Compact,2026-01-24 03:25,2026/01/26 20:25,2026-02-02 01:25,Kolkata,UPI,33488km,"34,432km",92 %,21.33,87.24,53,1,0,1500,SAVE10,,1575.0,standard,INVALID,scratch on door,good service
RES-00667,C9570, CAR-24,Compact,2026-03-15 22:47,2026/03/17 04:47,2026-03-23 09:47,Kolkata,wallet,"35,030 km","36,823km",30%,16.64,82.9722,86,6,0,"₹ 2,000 /day",SAVE10,,2100.0,standard,DL12345,Contact Rahul 9876543210,good service
RES-00668,C7997,CAR-21,SUV,2026-03-28 16:39,28-03-2026 17:39,2026-04-02 17:39,HYD,Card,"77,820km",78778,50%,19.34,78.443,168 kmh,3,0,"₹ 2,500 /day",DISC15,125.0,2625.0,premium,,Contact Rahul 9876543210,
RES-00669,C4678, CAR-02,Luxury,2026-01-16 15:33,2026-01-16 21:33:00,2026-01-22 13:33,CHENNAI,Card,5489km,6875km,0.41,13.92,84.599099,74,4,0,1500/day,SAVE10,75.0,1575.0,eco,,scratch on door,email test@gmail.com
RES-00670,C4696,CAR-23 ,Economy,2026-01-01 08:12,01-01-2026 12:12,2026-01-07 18:12,Mumbai,upi,117553km,"119,316km",87 %,24.2,78.826587,90,1,0,₹1000/day,SAVE10,50.0,1050.0,standard,DL12345,scratch on door,email test@gmail.com
RES-00671,C5102,CAR-08,Luxury,2026-02-10 14:04,2026/02/12 09:87,2026-02-12 19:04,mumbai,UPI,"44,238km",45726km,66%,26.4021,82.5621,176 kmh,4,0,2000/day,SAVE10,100.0,2100.0,eco,,scratch on door,
RES-00672,C2567,CAR-21 ,Economy,2026-02-10 07:50,2026-02-12 16:50,2026-02-19 05:50,Bengaluru,UPI,35357,35560km,28 %,20.336818,76.433876,127 kmh,6,0,₹1500/day,DISC15,,1575.0,standard,INVALID,Contact Rahul 9876543210,
RES-00673,C1897,CAR 10,Luxury,2026-02-16 01:56,2026/02/18 10:56,2026-02-19 05:56,Bengaluru,wallet,"51,069 km","51,279 km",0.3,23.9898,80.92,70,2,1,₹1500/day,BOGUS99,75.0,1575.0,eco,INVALID,,
RES-00674,C7735,CAR 08,Economy,2026-01-08 04:03,08-01-2026 17:03,2026-01-13 03:03,HYD,card,98103,"99,599 km",80%,23.028759,77.4088,143 kmh,4,0,1500,SAVE10,75.0,1575.0,standard,DL12345,scratch on door,good service
RES-00675,C8439, CAR-17,Compact,2026-02-24 15:39,2026/02/24 19:39,2026-03-04 03:39,Bengaluru,UPI,26878km,"27,038 km",0.52,24.209,75.09474,141 kmh,1,0,"₹ 1,200 /day",DISC15,60.0,1260.0,standard,DL12345,scratch on door,
RES-00676,C9337, CAR-09,Luxury,2026-03-18 05:04,18/03/2026 22:04,2026-03-21 03:04,HYD,upi,"57,395km",58349,0.52,17.774081,78.8,169 kmh,0,0,1200,,,1260.0,eco,,scratch on door,good service
RES-00677,C9407, CAR-21,SUV,2026-01-29 20:51,2026/02/01 04:51,2026-02-04 15:51,Chennai,upi,"38,664 km",39893,0.38,18.9176,85.68,52,5,0,1200,BOGUS99,60.0,1260.0,premium,,,
RES-00678,C3369,car-02,Economy,2026-02-27 14:38,02-03-2026 09:38,2026-03-02 15:38,HYD,upi,"116,348 km","117,189 km",87%,13.311961,73.7002,120 kmh,2,0,800/day,DISC15,,840.0,standard,DL12345,Contact Rahul 9876543210,good service
RES-00679,C8794,CAR-23 ,SUV,2026-01-25 19:58,2026-01-26 20:58,2026-01-30 15:58,CHENNAI,cash,103223km,"103,640 km",28 %,27.885166,72.2,166 kmh,0,0,1200,SAVE10,60.0,1260.0,standard,,,good service
RES-00680,C4594,CAR-30,Compact,2026-02-05 21:21,2026-02-08 13:21,2026-02-09 03:21,Kolkata,card,"106,887km","108,574 km",28 %,25.42793,81.64,177 kmh,1,1,"₹ 1,500 /day",DISC15,75.0,1575.0,premium,,scratch on door,
RES-00681,C4363,car-13,Economy,2026-03-19 05:15,2026-03-21 06:15:00,2026-03-24 22:15,Delhi,UPI,"91,701km","91,459km",0.63,18.19,87.644933,83,0,0,₹800/day,,,840.0,standard,INVALID,,email test@gmail.com
RES-00682,C6896,CAR-02,Compact,2026-02-13 23:35,2026/02/15 00:35,2026-02-19 20:35,mumbai,upi,104834km,105240km,46%,17.8213,81.0818,177 kmh,2,1,"₹ 2,000 /day",BOGUS99,,2100.0,eco,DL12345,scratch on door,
RES-00683,C3925,CAR-07,Compact,2026-01-28 00:46,2026-01-29 08:46,2026-02-04 09:46,Delhi,UPI,66469,66691,0.8,21.89,84.2915,69,0,0,2500/day,BOGUS99,125.0,2625.0,eco,DL12345,scratch on door,
RES-00684,C8474, CAR-08,SUV,2026-03-26 12:24,2026/03/28 04:24,2026-03-30 13:24,Kolkata,cash,"45,403km","46,801km",0.84,22.01,83.6825,172 kmh,4,0,₹1500/day,SAVE10,75.0,1575.0,eco,,,good service
RES-00685,C4140,CAR-18 ,SUV,2026-03-20 12:56,2026/03/21 13:56,2026-03-23 02:56,delhi,wallet,"58,254km","59,305 km",56%,26.846357,77.488358,132 kmh,4,0,₹800/day,SAVE10,40.0,840.0,standard,INVALID,Contact Rahul 9876543210,
RES-00686,C3434,car-11,Economy,2026-01-30 11:48,01/02/2026 01:48,2026-02-06 22:48,kolkata,upi,67763,69538km,0.92,27.8858,76.3809,130 kmh,1,0,3000/day,,150.0,3150.0,standard,,scratch on door,good service
RES-00687,C2062,CAR 06,Luxury,2026-03-05 05:56,2026-03-07 18:56:00,2026-03-08 18:56,kolkata,card,69225,"70,045km",67 %,23.76563,79.111197,144 kmh,6,1,"₹ 1,500 /day",BOGUS99,,1575.0,premium,DL12345,Contact Rahul 9876543210,good service
RES-00688,C9106, CAR-16,Luxury,2026-03-06 00:11,08-03-2026 14:11,2026-03-14 08:11,Kolkata,upi,87970,88522,0.76,16.4012,86.514,81,2,0,"₹ 2,000 /day",,100.0,2100.0,premium,DL12345,Contact Rahul 9876543210,good service
RES-00689,C7178,car-19,SUV,2026-01-26 23:28,2026-01-29 06:28,2026-02-01 16:28,Delhi,upi,"106,535 km",107291,0.5,17.04,82.2669,61,1,0,₹2500/day,BOGUS99,125.0,2625.0,standard,INVALID,scratch on door,good service
RES-00690,C8622,CAR 17,SUV,2026-01-11 03:28,11/01/2026 09:28,2026-01-17 18:28,HYD,card,"110,477 km","112,155km",57%,17.99356,75.454595,143 kmh,4,0,1000/day,DISC15,50.0,1050.0,eco,DL12345,,good service
RES-00691,C3942,car-15,SUV,2026-02-25 09:23,2026-02-25 13:23:00,2026-03-01 18:23,Kolkata,Card,"29,448km",30935,28%,23.146,84.98,134 kmh,1,0,"₹ 2,000 /day",,,2100.0,eco,INVALID,scratch on door,
RES-00692,C5528,car-30,Economy,2026-01-10 22:53,11/01/2026 09:53,2026-01-18 09:53,Bengaluru,Card,"110,241km",112043km,0.38,24.972766,76.12,60,6,0,₹3000/day,BOGUS99,,3150.0,eco,,scratch on door,
RES-00693,C5959, CAR-24,Compact,2026-01-04 08:12,05-01-2026 17:12,2026-01-09 09:12,Kolkata,wallet,"58,426km","59,175km",0.88,15.2335,86.7924,161 kmh,2,0,₹800/day,SAVE10,,840.0,eco,DL12345,,good service
RES-00694,C7647,CAR 27,Economy,2026-03-09 04:00,11-03-2026 08:00,2026-03-15 04:00,Hyderabad,card,118215km,"119,109km",0.29,25.155777,81.9093,47,6,0,1200/day,SAVE10,60.0,1260.0,eco,DL12345,Contact Rahul 9876543210,
RES-00695,C8679,CAR-24 ,SUV,2026-01-27 08:46,2026-01-30 07:46,2026-02-04 23:46,bangalore,upi,"97,892 km","99,857 km",32%,12.338373,79.83,70,5,1,2000/day,DISC15,100.0,2100.0,eco,,,
RES-00696,C7139,CAR 05,Compact,2026-02-24 18:26,2026-02-24 22:26,2026-03-03 00:26,Delhi,card,47978,"48,223km",1.0,21.0525,75.23,55,3,0,₹2000/day,DISC15,100.0,2100.0,eco,DL12345,,good service
RES-00697,C9808, CAR-10,Economy,2026-03-24 07:21,2026-03-26 11:21,2026-04-02 22:21,Chennai,upi,39548,40073,0.4,20.45,85.68,171 kmh,5,0,3000,,150.0,3150.0,eco,INVALID,,
RES-00698,C7247,CAR-07 ,Economy,2026-01-18 07:36,20/01/2026 10:36,2026-01-26 16:36,CHENNAI,upi,"58,725km","58,799km",49 %,18.9234,72.97,80,1,1,₹3000/day,DISC15,150.0,3150.0,premium,,scratch on door,
RES-00699,C2527,CAR-06,Compact,2026-02-28 12:21,02/03/2026 03:21,2026-03-09 02:21,BENGALURU,UPI,"28,898 km",29397km,43%,14.038,79.3875,161 kmh,5,0,"₹ 1,000 /day",BOGUS99,50.0,1050.0,premium,DL12345,Contact Rahul 9876543210,good service
RES-00700,C9591,CAR-03 ,Economy,2026-01-22 16:04,2026-01-24 06:04:00,2026-01-26 21:04,Delhi,upi,96735km,"98,253km",0.9,26.9628,72.143705,72,3,1,₹2000/day,,100.0,2100.0,eco,INVALID,,
RES-00701,C7855,CAR-16,Luxury,2026-02-08 16:25,2026-02-11 13:25,2026-02-13 02:25,Mumbai,upi,13668,"13,248 km",77%,25.0987,72.65,69,6,1,₹2000/day,BOGUS99,100.0,2100.0,eco,INVALID,scratch on door,email test@gmail.com
RES-00702,C4325,CAR-17 ,SUV,2026-02-07 21:52,2026-02-09 13:52:00,2026-02-15 20:52,Mumbai,upi,94224,95555km,55%,15.647968,85.4628,133 kmh,6,0,2500,DISC15,125.0,2625.0,standard,INVALID,scratch on door,
RES-00703,C6388,CAR 30,Luxury,2026-02-24 06:52,2026-02-27 02:52:00,2026-03-01 21:52,HYD,cash,91498,92091,0.06,19.667342,72.92,127 kmh,4,1,₹3000/day,SAVE10,150.0,3150.0,eco,,Contact Rahul 9876543210,
RES-00704,C5873,CAR 13,Compact,2026-01-05 02:05,06-01-2026 23:05,2026-01-11 23:05,Hyderabad,upi,37094,38725km,42%,18.848362,80.308119,152 kmh,2,0,800,,40.0,840.0,standard,INVALID,,good service
RES-00705,C2565,CAR-13,Compact,2026-03-20 23:27,2026-03-21 23:27:00,2026-03-29 03:27,mumbai,wallet,10458,11596km,59%,15.2,87.55,160 kmh,3,0,800/day,DISC15,40.0,840.0,standard,,Contact Rahul 9876543210,good service
RES-00706,C9085,CAR 14,Economy,2026-03-09 05:42,2026/03/10 09:42,2026-03-18 05:42,Delhi,UPI,"115,721 km","117,191 km",20 %,14.543258,72.6,180 kmh,3,0,800,SAVE10,,840.0,standard,INVALID,Contact Rahul 9876543210,good service
RES-00707,C1731,CAR-15,Economy,2026-03-03 17:26,2026-03-06 10:26:00,2026-03-08 19:26,kolkata,card,33697km,33750km,83 %,25.595,77.64,121 kmh,4,1,₹3000/day,DISC15,,3150.0,standard,DL12345,scratch on door,good service
RES-00708,C2878,car-23,SUV,2026-02-12 14:25,2026-02-13 23:25,2026-02-14 05:25,kolkata,card,"20,379 km",22034km,0.8,15.34,72.41,160 kmh,1,0,800,DISC15,40.0,840.0,premium,INVALID,,
RES-00709,C3297, CAR-16,Compact,2026-02-26 17:05,01/03/2026 02:05,2026-03-08 20:05,Mumbai,cash,78194km,80090km,7%,22.62882,74.24,164 kmh,4,0,"₹ 2,500 /day",BOGUS99,125.0,2625.0,standard,DL12345,scratch on door,
RES-00710,C2271,CAR-22,SUV,2026-01-12 07:18,2026/01/13 05:18,2026-01-17 13:18,mumbai,Card,"110,873 km","112,743 km",0.55,26.56,86.5527,153 kmh,5,0,2000,BOGUS99,100.0,2100.0,premium,INVALID,scratch on door,good service
RES-00711,C8242,CAR-23,Economy,2026-01-22 02:45,2026/01/23 06:45,2026-01-29 02:45,HYD,card,"33,510km","35,394km",0.47,21.390605,87.06,173 kmh,5,0,"₹ 2,500 /day",BOGUS99,125.0,2625.0,eco,INVALID,scratch on door,good service
RES-00712,C5091,car-12,Compact,2026-01-06 17:00,2026/01/07 19:00,2026-01-16 03:00,Bengaluru,card,"36,025 km",37112km,0.4,14.325434,75.004703,128 kmh,2,0,1200/day,DISC15,,1260.0,eco,INVALID,Contact Rahul 9876543210,
RES-00713,C2582,car-26,Compact,2026-01-02 19:21,2026-01-04 00:21,2026-01-04 20:21,BENGALURU,cash,81923,82660km,14 %,17.8421,82.968978,90,2,0,₹3000/day,,150.0,3150.0,standard,INVALID,scratch on door,
RES-00714,C9875,CAR-13 ,Economy,2026-01-13 07:20,14/01/2026 10:20,2026-01-21 05:20,Mumbai,UPI,"82,561 km","82,655km",94 %,25.5195,83.8679,126 kmh,0,0,1200/day,BOGUS99,60.0,1260.0,standard,INVALID,scratch on door,
RES-00715,C7376,CAR-07 ,Compact,2026-02-15 08:11,2026/02/15 10:11,2026-02-18 22:11,bangalore,wallet,72174,"73,319 km",0.75,22.4705,78.5156,135 kmh,0,0,₹2500/day,,125.0,2625.0,eco,,Contact Rahul 9876543210,good service
RES-00716,C9185,CAR 04,Compact,2026-03-19 20:02,2026/03/21 11:02,2026-03-26 00:02,Delhi,cash,116499,117354km,39 %,25.775083,80.17,72,5,0,2000/day,SAVE10,100.0,2100.0,eco,,scratch on door,
RES-00717,C6440, CAR-06,Luxury,2026-02-11 02:44,2026-02-11 20:44:00,2026-02-19 09:44,bangalore,UPI,"63,541km","64,449km",0.3,16.34415,85.9821,58,1,0,1200/day,SAVE10,60.0,1260.0,eco,INVALID,scratch on door,
RES-00718,C9248,CAR-19,Compact,2026-03-18 12:28,2026-03-19 18:28:00,2026-03-27 19:28,Bengaluru,Card,72412km,"73,338km",0.3,21.85,79.895357,175 kmh,2,1,2500/day,SAVE10,125.0,2625.0,standard,DL12345,,
